"","Group_1","compdist_90","CDDIST","ADDIST","SDDIST","compdist_any"
"4075","9990027A",0,25,40,20,1
"4076","9990028A",0,144,40,20,0
"4077","9990029A",0,29,40,20,0
"4078","9990030A",0,24,41,23,1
"4079","9990031A",0,24,41,23,1
"4080","9990032A",0,24,41,23,1
"4081","9990033A",0,29,41,23,1
"4082","9990034A",0,29,41,23,1
"4083","9990035A",0,29,41,23,1
"4084","9990036A",0,24,42,23,1
"4085","9990037A",0,29,42,23,1
"4086","9990038A",0,29,42,23,1
"4087","9990039A",0,29,42,23,1
"4088","9990040A",0,30,42,23,1
"4089","9990041A",0,32,42,23,1
"4090","9990042A",0,6,43,21,1
"4091","9990043A",0,27,43,21,0
"4092","9990044A",0,27,43,21,0
"4093","9990045A",0,29,43,21,0
"4094","9990046A",0,30,43,21,1
"4095","9990047A",0,27,44,21,1
"4096","9990048A",0,27,44,21,1
"4097","9990049A",0,27,44,21,1
"4098","9990050A",0,27,44,21,1
"4099","9990051A",0,27,44,21,1
"4100","9990052A",0,27,44,21,1
"4101","9990053A",0,27,44,21,1
"4102","9990054A",0,27,44,21,1
"4103","9990055A",0,28,44,21,1
"4104","9990056A",0,28,44,21,1
"4105","9990057A",0,28,44,21,1
"4106","9990058A",0,28,44,21,1
"4107","9990059A",0,30,44,21,1
"4108","9990060A",0,30,44,21,1
"4109","9990061A",0,30,45,22,1
"4110","9990062A",0,30,45,22,1
"4111","9990063A",0,33,45,22,1
"4112","9990064A",0,30,46,22,1
"4113","9990065A",0,30,46,22,1
"4114","9990066A",0,30,46,22,1
"4115","9990067A",0,33,46,22,1
"4116","9990068A",0,33,46,22,1
"4117","9990069A",0,33,46,22,1
"4118","9990070A",0,33,46,22,1
"4119","9990071A",0,29,47,26,0
"4120","9990072A",0,32,47,26,0
"4121","9990073A",0,32,47,26,0
"4122","9990074A",0,32,47,26,0
"4123","9990075A",0,32,47,26,0
"4124","9990076A",0,30,48,26,1
"4125","9990077A",0,32,48,26,0
"4126","9990078A",0,32,48,26,0
"4127","9990079A",0,35,48,26,0
"4128","9990080A",0,35,48,26,0
"4129","9990081A",0,30,49,24,1
"4130","9990082A",0,31,49,24,1
"4131","9990083A",0,31,49,24,1
"4132","9990084A",0,31,49,24,1
"4133","9990085A",0,31,49,24,1
"4134","9990086A",0,31,49,24,1
"4135","9990087A",0,31,49,24,1
"4136","9990088A",0,31,49,24,1
"4137","9990089A",0,31,49,24,1
"4138","9990090A",0,31,49,24,1
"4139","9990091A",0,31,49,24,1
"4140","9990092A",0,31,49,24,1
"4141","9990093A",0,31,49,24,1
"4142","9990094A",0,31,49,24,1
"4143","9990095A",0,31,49,24,1
"4144","9990096A",0,31,49,24,1
"4145","9990097A",0,31,49,24,1
"4146","9990098A",0,34,49,24,1
"4147","9990099A",0,33,50,30,1
"4148","9990100A",0,33,50,30,1
"4149","9990101A",0,33,50,30,1
"4150","9990102A",0,33,50,30,1
"4151","9990103A",0,33,50,30,1
"4152","9990104A",0,34,50,30,1
"4153","9990105A",0,32,51,25,1
"4154","9990106A",0,32,51,25,1
"4155","9990107A",0,35,51,25,1
"4156","9990108A",0,35,51,25,1
"4157","9990109A",0,35,51,25,1
"4158","9990110A",0,35,51,25,1
"4159","9990111A",0,35,51,25,1
"4160","9990112A",0,35,51,25,1
"4161","9990113A",0,35,51,25,1
"4162","9990114A",0,36,51,25,1
"4163","9990115A",0,36,51,25,1
"4164","9990116A",0,36,51,25,1
"4165","9990117A",0,36,51,25,1
"4166","9990118A",0,36,51,25,1
"4167","9990119A",0,37,51,25,1
"4168","9990120A",0,35,52,25,1
"4169","9990121A",0,35,52,25,1
"4170","9990122A",0,35,52,25,1
"4171","9990123A",0,35,52,25,1
"4172","9990124A",0,35,52,25,1
"4173","9990125A",0,37,52,25,1
"4174","9990126A",0,37,52,25,1
"4175","9990127A",0,37,52,25,1
"4176","9990128A",0,37,52,25,1
"4177","9990129A",0,37,52,25,1
"4178","9990130A",0,37,52,25,1
"4179","9990131A",0,37,52,25,1
"4180","9990132A",0,38,52,25,1
"4181","9990133A",0,38,52,25,1
"4182","9990134A",0,38,52,25,1
"4183","9990135A",0,38,52,25,1
